2020-02-28 09:29:06,"b""RT @worldupdate____: What's wrong with the #China police? \n\n#coronavirus #COVID19 #Coronavirius #WuhanCoronovirus #CoronavirusOutbreak http\xe2\x80\xa6"""
2020-02-28 09:27:33,"b'@BNODesk That ship was an experiment from the beginning, does anyone think differently? #coronavirus\xe2\x80\xa6 https://t.co/7GdX1Fxu2U'"
2020-02-28 09:26:06,b'RT @ians_india: Take a look: Cases reported on #Coronavirus\n\n#WuhanCoronovirus #coronavirus #COVID19 https://t.co/OYKuevA2Ap'
2020-02-28 09:25:28,b'RT @ians_india: Take a look: Cases reported on #Coronavirus\n\n#WuhanCoronovirus #coronavirus #COVID19 https://t.co/OYKuevA2Ap'
2020-02-28 09:24:47,b'RT @ians_india: Take a look: Cases reported on #Coronavirus\n\n#WuhanCoronovirus #coronavirus #COVID19 https://t.co/OYKuevA2Ap'
2020-02-28 09:23:49,b'@newworldstimes @SteveGuest @JanetMorana @kimguilfoyle @LaraLeaTrump @KatrinaPierson @DonaldJTrumpJr @GOPLeader\xe2\x80\xa6 https://t.co/1qqJ8HcQev'
2020-02-28 09:20:40,b'RT @ians_india: Take a look: Cases reported on #Coronavirus\n\n#WuhanCoronovirus #coronavirus #COVID19 https://t.co/OYKuevA2Ap'
2020-02-28 09:20:23,b'Take a look: Cases reported on #Coronavirus\n\n#WuhanCoronovirus #coronavirus #COVID19 https://t.co/4dG0lZaURt'
2020-02-28 09:19:33,b'Take a look: Cases reported on #Coronavirus\n\n#WuhanCoronovirus #coronavirus #COVID19 https://t.co/OYKuevA2Ap'
2020-02-28 09:10:49,"b'RT @ganye91: Listen to @uochester @UoCMedSchool  Dr Christopher Jones talking about Coronavirus, HIV &amp; vaccinations!\n\nhttps://t.co/vLzTFzvQ\xe2\x80\xa6'"
2020-02-28 09:10:11,b'RT @Diginexus1: Severe Respiratory Illness Outbreak Associated with Human Coronavirus NL63 in a Long-Term Care Facility \xe2\x81\xa6@PDChina\xe2\x81\xa9 \xe2\x81\xa6@JAXA_e\xe2\x80\xa6'
2020-02-28 09:08:48,b'RT @imrezmie: South Korea virus numbers spike again\n\nSouth Korea has reported 315 more new cases of the coronavirus - bringing the total nu\xe2\x80\xa6'
2020-02-28 09:07:57,b'Severe Respiratory Illness Outbreak Associated with Human Coronavirus NL63 in a Long-Term Care Facility \xe2\x81\xa6@PDChina\xe2\x81\xa9\xe2\x80\xa6 https://t.co/x9AcWg8M7x'
2020-02-28 09:04:49,"b'RT @ronnie_yeung: Shit! Although this Chinese woman has left the plane, she has vomited on the plane and took off without disinfection\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\n\n#\xe2\x80\xa6'"
2020-02-28 09:02:39,b'#WuhanLockDown Yet people: What exactly IS going on in #Wuhan ?  #WuhanCoronovirus #COVID2019 #COVID19US look at th\xe2\x80\xa6 https://t.co/yFLNf0r1OB'
2020-02-28 08:41:43,b'South Korea virus numbers spike again\n\nSouth Korea has reported 315 more new cases of the coronavirus - bringing th\xe2\x80\xa6 https://t.co/Jwhxe7z7vA'
2020-02-28 08:16:42,"b""RT @Louie_Korest: \xe5\xaa\xbd\xe5\x91\x80\xe9\x80\x99\xe5\x9c\x96\xe5\x88\xb0\xe5\xba\x95\xe9\x82\x84\xe5\x8f\xaf\xe4\xbb\xa5\xe6\x94\xb9\xe5\xa4\x9a\xe5\xb0\x91\xe6\xac\xa1\xe3\x80\x82\n--\nIran is coming.\nSeriously, don't increase people in the room anymore.\n\n*I modify the sentence on the bo\xe2\x80\xa6"""
2020-02-28 08:02:35,"b'On the other hand, CCPCHINA has urgently ordered millions of body bags from  manufacturers amid Wuhan Coronavirus.\xe2\x80\xa6 https://t.co/plWvUbiNMu'"
2020-02-28 07:45:16,b'RT @CoronaWar: How come #COVID19 and they also provide it from #WuhanCoronovirus \xf0\x9f\x98\x91#China_is_terrorist https://t.co/16cjV1T8F9'
2020-02-28 07:39:37,b'RT @kiloloyc: A poll on weibo with a topic saying \xe2\x80\x9cwe chinese doesnt owe anything to the world\xe2\x80\x9d. From the poll over 90% thinks the #WuhanCo\xe2\x80\xa6'
2020-02-28 07:14:34,"b""RT @TheAgenda_SABC: What do you think of government's decision to repatriate South African citizens from Wuhan, China, which is the epicent\xe2\x80\xa6"""
2020-02-28 07:08:48,"b""RT @TheAgenda_SABC: What do you think of government's decision to repatriate South African citizens from Wuhan, China, which is the epicent\xe2\x80\xa6"""
2020-02-28 06:59:12,"b""RT @David90582574: Beijing is under quarantine\xef\xbc\x8c3000 party representatives are\nafraid of attending the CCP's two sessions, that was postpone\xe2\x80\xa6"""
2020-02-28 06:56:54,b'RT @johnpaul_njiru: We us Kenyans should stop waiting for #WuhanCoronovirus at our homested we need to get out there i dont understand why\xe2\x80\xa6'
